;;Consumption_1;Consumption_2;Consumption_3;Consumption_Flag1;Consumption_Flag2;Consumption_Par1;Consumption_Par10;Consumption_Par11;Consumption_Par12;Consumption_Par13;Consumption_Par14
24.12.2020 01:00;24.12.2020 02:00;33,550;439,723;58,958;0,000;46.588,708;51.601,591;54.181,671;54.181,668;52.117,610;41.797,295;41.797,295
24.12.2020 02:00;24.12.2020 03:00;34,100;436,727;58,814;0,000;51.821,173;49.047,999;51.500,398;46.595,600;53.462,314;51.009,914;51.009,913
24.12.2020 03:00;24.12.2020 04:00;75,650;481,055;101,044;0,000;51.006,269;51.797,586;52.833,536;51.797,584;48.689,730;46.099,852;44.027,947
24.12.2020 04:00;24.12.2020 05:00;182,850;588,693;210,365;0,000;57.457,748;57.673,366;54.212,964;52.482,769;51.906,031;51.329,304;46.715,436
24.12.2020 05:00;24.12.2020 06:00;198,850;600,600;225,129;0,000;53.503,642;72.705,965;69.070,667;77.068,320;69.070,672;79.976,561;76.341,257
24.12.2020 06:00;24.12.2020 07:00;185,000;591,001;208,353;0,000;78.122,951;91.424,816;86.853,573;91.424,818;96.910,300;99.653,038;85.025,083
24.12.2020 07:00;24.12.2020 08:00;176,250;582,138;202,259;0,000;85.975,064;95.075,312;85.567,784;98.878,320;91.272,296;83.666,279;95.075,316
24.12.2020 08:00;24.12.2020 09:00;163,950;567,568;186,804;0,000;77.564,978;94.677,963;90.890,844;90.890,849;85.210,175;92.784,400;103.198,973
24.12.2020 09:00;24.12.2020 10:00;172,300;577,693;197,114;0,000;87.703,861;88.563,640;83.249,817;93.877,450;93.877,446;80.592,920;84.135,454
24.12.2020 10:00;24.12.2020 11:00;164,050;568,325;189,503;0,000;88.756,053;83.988,268;70.550,154;73.909,673;68.030,506;91.547,199;73.909,681
24.12.2020 11:00;24.12.2020 12:00;156,950;562,175;183,523;0,000;71.200,571;79.402,169;81.784,235;65.109,785;80.990,203;63.521,739;78.608,149
24.12.2020 12:00;24.12.2020 13:00;143,850;548,033;171,075;0,000;85.642,761;77.467,302;81.340,659;75.143,279;61.973,852;68.945,901;79.791,313
24.12.2020 13:00;24.12.2020 14:00;125,850;530,491;151,621;0,000;66.818,374;77.439,406;65.823,506;67.372,292;80.536,978;72.793,037;65.049,106
24.12.2020 14:00;24.12.2020 15:00;103,600;508,689;128,915;0,000;73.130,595;78.407,200;86.247,914;83.111,630;73.702,769;65.077,987;74.486,834
24.12.2020 15:00;24.12.2020 16:00;92,650;497,094;120,290;0,000;84.897,948;83.030,493;80.539,571;84.691,093;80.539,576;89.672,926;68.085,005
24.12.2020 16:00;24.12.2020 17:00;90,600;493,743;113,547;0,000;91.732,480;83.110,250;67.319,314;66.488,204;75.630,328;77.292,540;69.812,609
24.12.2020 17:00;24.12.2020 18:00;58,350;463,550;85,303;0,000;87.046,854;85.148,477;91.108,857;76.633,626;78.336,606;93.663,318;70.673,244
24.12.2020 18:00;24.12.2020 19:00;40,350;447,709;62,141;0,000;70.311,818;86.775,769;69.420,628;72.023,901;93.717,830;83.304,739;87.643,527
24.12.2020 19:00;24.12.2020 20:00;34,200;439,416;60,933;0,000;93.797,320;89.454,894;94.822,180;97.505,827;96.611,277;87.665,799;90.349,438
24.12.2020 20:00;24.12.2020 21:00;34,950;437,609;60,002;0,000;70.181,978;83.207,523;75.718,843;78.215,070;75.718,845;86.535,822;75.718,853
24.12.2020 21:00;24.12.2020 22:00;31,800;434,646;55,868;0,000;81.822,349;73.480,971;60.989,213;66.132,875;64.663,261;72.746,164;79.359,440
24.12.2020 22:00;24.12.2020 23:00;32,250;437,609;58,544;0,000;55.430,275;66.531,540;68.527,480;63.204,962;71.188,748;71.854,059;57.217,129
24.12.2020 23:00;25.12.2020 00:00;33,200;439,538;56,119;0,000;57.040,620;57.303,550;47.561,947;51.573,192;60.168,729;53.292,305;57.303,544
25.12.2020 00:00;25.12.2020 01:00;30,050;435,409;55,082;0,000;43.887,609;55.374,403;47.621,993;44.853,274;60.911,839;58.143,119;45.407,014
25.12.2020 01:00;25.12.2020 02:00;33,550;439,723;58,958;0,000;56.671,948;50.125,586;54.135,630;54.636,886;47.619,307;45.614,283;48.120,566
25.12.2020 02:00;25.12.2020 03:00;34,100;436,727;58,814;0,000;46.044,208;50.167,430;48.662,411;49.164,081;49.164,079;44.649,012;54.180,824
25.12.2020 03:00;25.12.2020 04:00;75,650;481,055;101,044;0,000;42.699,565;49.637,402;54.601,136;47.155,532;43.184,540;43.184,540;53.112,018
25.12.2020 04:00;25.12.2020 05:00;182,850;588,693;210,365;0,000;56.753,209;56.533,903;51.445,857;53.141,865;49.749,834;49.184,502;55.403,224
25.12.2020 05:00;25.12.2020 06:00;198,850;600,600;225,129;0,000;58.954,640;69.341,942;72.809,032;59.634,070;60.327,493;71.422,198;65.874,843
25.12.2020 06:00;25.12.2020 07:00;185,000;591,001;208,353;0,000;90.701,061;87.105,521;79.266,027;75.781,802;83.621,305;87.105,523;80.137,083
25.12.2020 07:00;25.12.2020 08:00;176,250;582,138;202,259;0,000;101.174,962;93.886,493;90.131,028;78.864,656;98.580,811;96.703,088;92.008,768
25.12.2020 08:00;25.12.2020 09:00;163,950;567,568;186,804;0,000;82.759,656;90.469,180;76.898,813;78.708,187;82.326,953;94.087,950;96.802,013
25.12.2020 09:00;25.12.2020 10:00;172,300;577,693;197,114;0,000;85.225,269;86.085,509;91.250,635;75.755,255;77.476,958;93.833,194;74.894,390
25.12.2020 10:00;25.12.2020 11:00;164,050;568,325;189,503;0,000;96.184,295;84.470,021;81.935,922;87.848,815;76.867,715;72.644,223;69.265,428
25.12.2020 11:00;25.12.2020 12:00;156,950;562,175;183,523;0,046;89.406,403;84.849,841;86.546,836;77.213,359;71.273,868;83.152,843;89.940,819
25.12.2020 12:00;25.12.2020 13:00;143,850;548,033;171,075;82.051,616;68.923,368;84.451,782;82.762,747;83.607,261;74.317,572;80.229,187;68.405,957
25.12.2020 13:00;25.12.2020 14:00;125,850;530,491;151,621;84.569,088;89.643,232;86.740,717;85.873,315;80.668,872;83.271,081;71.994,798;95.414,784
25.12.2020 14:00;25.12.2020 15:00;103,600;508,689;128,915;84.343,414;86.873,717;85.084,814;92.742,447;88.488,208;68.918,712;74.874,636;85.084,813
25.12.2020 15:00;25.12.2020 16:00;92,650;497,094;120,290;85.616,280;88.184,769;83.530,842;90.213,297;89.377,989;91.048,607;73.507,146;82.695,528
25.12.2020 16:00;25.12.2020 17:00;90,600;493,743;113,547;89.698,097;93.286,013;85.003,630;70.553,017;70.553,023;74.803,190;84.153,588;74.803,197
25.12.2020 17:00;25.12.2020 18:00;58,350;463,550;85,303;89.969,193;80.072,584;86.261,115;79.360,227;89.711,558;69.008,905;75.909,781;80.222,844
25.12.2020 18:00;25.12.2020 19:00;40,350;447,709;62,141;90.977,756;83.699,539;87.565,450;82.311,528;89.316,751;94.570,673;77.933,256;93.695,028
25.12.2020 19:00;25.12.2020 20:00;34,200;439,416;60,933;91.031,402;90.121,084;86.367,691;90.686,075;74.276,214;69.957,833;87.231,367;85.504,012
25.12.2020 20:00;25.12.2020 21:00;34,950;437,609;60,002;89.166,986;82.033,630;82.488,656;85.788,196;71.765,133;72.590,015;81.663,767;79.189,105
25.12.2020 21:00;25.12.2020 22:00;31,800;434,646;55,868;79.248,376;76.870,922;77.621,084;69.858,975;71.411,397;64.425,505;71.411,393;65.977,926
25.12.2020 22:00;25.12.2020 23:00;32,250;437,609;58,544;69.444,929;62.500,436;66.080,906;59.472,820;61.455,238;64.759,291;52.864,728;65.420,098
25.12.2020 23:00;26.12.2020 00:00;33,200;439,538;56,119;60.157,211;54.141,489;57.097,188;60.523,017;45.677,760;61.664,961;51.958,446;58.239,126
26.12.2020 00:00;26.12.2020 01:00;30,050;435,409;55,082;57.578,936;50.093,681;56.140,829;55.018,011;61.754,906;56.702,238;60.070,681;46.596,891
26.12.2020 01:00;26.12.2020 02:00;33,550;439,723;58,958;53.470,296;58.817,319;49.916,353;46.422,210;45.423,885;53.410,495;43.427,226;47.919,701
26.12.2020 02:00;26.12.2020 03:00;34,100;436,727;58,814;53.733,524;47.285,507;50.919,193;50.919,188;52.955,962;49.900,805;41.753,742;52.955,962
26.12.2020 03:00;26.12.2020 04:00;75,650;481,055;101,044;54.469,919;58.827,508;50.268,638;41.220,288;54.290,127;42.728,349;48.760,581;54.290,121
26.12.2020 04:00;26.12.2020 05:00;182,850;588,693;210,365;56.558,226;52.599,148;56.907,989;54.631,668;57.477,069;60.322,463;59.753,382;46.095,478
26.12.2020 05:00;26.12.2020 06:00;198,850;600,600;225,129;75.335,737;66.295,454;66.660,300;61.327,476;66.660,294;61.327,481;57.327,862;65.993,697
26.12.2020 06:00;26.12.2020 07:00;185,000;591,001;208,353;89.197,754;88.305,778;87.346,563;80.358,835;77.738,445;89.093,495;82.979,235;86.473,097
26.12.2020 07:00;26.12.2020 08:00;176,250;582,138;202,259;97.127,847;99.070,401;91.132,605;77.462,726;87.487,295;93.866,578;86.575,975;89.309,945
26.12.2020 08:00;26.12.2020 09:00;163,950;567,568;186,804;101.509,007;98.463,735;88.162,350;96.096,958;74.056,377;81.990,984;83.754,233;71.411,504
26.12.2020 09:00;26.12.2020 10:00;172,300;577,693;197,114;87.735,332;82.471,208;83.501,500;84.336,513;75.986,366;75.151,353;80.996,449;69.306,252
26.12.2020 10:00;26.12.2020 11:00;164,050;568,325;189,503;86.488,577;74.380,179;77.892,175;73.997,561;72.439,723;75.555,404;64.650,512;76.334,336
26.12.2020 11:00;26.12.2020 12:00;156,950;562,175;183,523;85.985,366;78.246,686;75.326,417;62.520,935;70.806,831;62.520,937;74.573,153;82.105,790
26.12.2020 12:00;26.12.2020 13:00;143,850;548,033;171,075;81.069,519;78.637,431;70.467,791;73.991,178;64.125,694;76.809,883;69.058,437;66.944,396
26.12.2020 13:00;26.12.2020 14:00;125,850;530,491;151,621;83.657,090;76.964,527;67.798,207;67.120,218;69.154,174;56.950,498;69.154,174;54.238,575
26.12.2020 14:00;26.12.2020 15:00;103,600;508,689;128,915;83.800,149;84.638,145;71.345,100;57.789,542;78.479,603;67.064,395;78.479,610;74.912,357
26.12.2020 15:00;26.12.2020 16:00;92,650;497,094;120,290;84.498,276;76.048,456;72.928,402;78.033,384;67.094,127;70.011,264;79.491,952;79.491,956
26.12.2020 16:00;26.12.2020 17:00;90,600;493,743;113,547;86.882,346;92.095,277;75.025,640;70.524,101;64.522,048;69.773,841;71.274,363;78.776,922
26.12.2020 17:00;26.12.2020 18:00;58,350;463,550;85,303;87.117,320;74.049,719;75.984,132;70.665,246;60.787,308;62.306,987;81.303,018;79.783,338
26.12.2020 18:00;26.12.2020 19:00;40,350;447,709;62,141;87.022,543;69.618,044;75.796,366;75.796,365;65.184,880;60.637,104;75.038,396;78.828,213
26.12.2020 19:00;26.12.2020 20:00;34,200;439,416;60,933;86.472,481;85.607,759;73.336,832;70.403,358;71.136,721;78.470,405;60.869,571;61.602,948
26.12.2020 20:00;26.12.2020 21:00;34,950;437,609;60,002;82.983,996;87.133,191;71.161,980;67.603,883;59.776,065;68.315,496;59.776,062;76.143,316
26.12.2020 21:00;26.12.2020 22:00;31,800;434,646;55,868;76.901,499;72.287,414;62.750,493;64.005,505;57.102,948;52.082,910;50.827,899;62.122,988
26.12.2020 22:00;26.12.2020 23:00;32,250;437,609;58,544;65.050,885;70.254,956;56.331,096;60.274,268;50.134,678;48.444,743;45.064,880;55.204,470
26.12.2020 23:00;27.12.2020 00:00;33,200;439,538;56,119;58.238,081;62.897,125;49.454,629;45.003,716;47.970,986;42.530,986;45.992,803;40.058,252
27.12.2020 00:00;27.12.2020 01:00;30,050;435,409;55,082;58.404,741;58.404,735;45.287,701;47.552,087;37.135,917;48.004,958;38.947,423;41.664,687
27.12.2020 01:00;27.12.2020 02:00;33,550;439,723;58,958;51.601,591;41.797,296;44.031,646;47.994,489;39.188,165;37.426,903;37.867,221;44.471,965
27.12.2020 02:00;27.12.2020 03:00;34,100;436,727;58,814;49.047,999;51.500,392;42.022,032;36.979,391;37.819,827;42.442,254;45.383,791;45.804,010
27.12.2020 03:00;27.12.2020 04:00;75,650;481,055;101,044;51.797,586;42.474,026;43.060,280;43.060,279;34.878,834;46.074,496;38.754,253;37.893,049
27.12.2020 04:00;27.12.2020 05:00;182,850;588,693;210,365;57.673,366;57.096,631;44.682,928;42.895,613;48.704,388;40.661,467;41.108,297;42.895,612
27.12.2020 05:00;27.12.2020 06:00;198,850;600,600;225,129;72.705,965;70.524,792;55.658,740;57.885,085;54.545,568;55.102,156;57.328,497;55.102,156
27.12.2020 06:00;27.12.2020 07:00;185,000;591,001;208,353;91.424,816;99.653,036;65.588,435;59.685,480;69.523,743;71.491,383;57.717,829;70.835,511
27.12.2020 07:00;27.12.2020 08:00;176,250;582,138;202,259;95.075,312;79.863,261;72.188,441;72.188,439;78.685,400;58.472,645;73.632,212;79.407,281
27.12.2020 08:00;27.12.2020 09:00;163,950;567,568;186,804;94.677,963;77.635,929;73.355,801;69.688,015;78.490,697;74.089,361;78.490,698;74.822,914
27.12.2020 09:00;27.12.2020 10:00;172,300;577,693;197,114;88.563,640;71.736,561;78.621,068;80.979,692;66.041,696;83.338,329;67.614,119;74.690,016
27.12.2020 10:00;27.12.2020 11:00;164,050;568,325;189,503;83.988,268;90.707,323;74.836,811;63.611,292;61.366,185;74.836,805;65.856,398;74.836,808
27.12.2020 11:00;27.12.2020 12:00;156,950;562,175;183,523;79.402,169;73.844,021;72.733,491;66.187,477;58.914,139;61.823,476;71.278,815;67.642,152
27.12.2020 12:00;27.12.2020 13:00;143,850;548,033;171,075;77.467,302;79.791,317;69.310,816;63.072,845;75.548,784;74.162,572;56.141,766;73.469,456
27.12.2020 13:00;27.12.2020 14:00;125,850;530,491;151,621;77.439,406;72.018,650;68.341,595;66.291,351;64.241,096;71.075,253;64.924,513;56.723,530
27.12.2020 14:00;27.12.2020 15:00;103,600;508,689;128,915;78.407,200;77.623,131;68.913,828;74.426,933;58.576,763;62.022,446;62.711,583;68.224,684
27.12.2020 15:00;27.12.2020 16:00;92,650;497,094;120,290;83.030,493;87.182,010;67.697,116;70.404,999;73.789,850;61.604,375;60.250,438;56.865,578
27.12.2020 16:00;27.12.2020 17:00;90,600;493,743;113,547;83.110,250;72.305,924;68.170,637;68.170,637;64.080,396;62.035,285;69.534,044;57.945,046
27.12.2020 17:00;27.12.2020 18:00;58,350;463,550;85,303;85.148,477;86.851,442;64.634,945;64.634,948;54.293,361;68.513,042;55.586,055;62.049,543
27.12.2020 18:00;27.12.2020 19:00;40,350;447,709;62,141;86.775,769;81.569,222;61.674,706;67.842,171;65.991,930;65.991,936;57.974,223;51.806,753
27.12.2020 19:00;27.12.2020 20:00;34,200;439,416;60,933;89.454,894;82.298,502;61.022,715;57.971,583;54.920,445;65.904,528;56.140,900;50.648,859
27.12.2020 20:00;27.12.2020 21:00;34,950;437,609;60,002;83.207,523;76.550,928;57.862,909;62.491,937;54.391,134;55.548,393;56.705,650;57.284,278
27.12.2020 21:00;27.12.2020 22:00;31,800;434,646;55,868;73.480,971;80.094,248;56.046,063;52.683,299;52.683,300;53.804,218;54.364,677;51.562,379
27.12.2020 22:00;27.12.2020 23:00;32,250;437,609;58,544;66.531,540;55.221,182;50.860,187;47.808,576;49.842,985;45.265,568;41.705,358;49.334,380
27.12.2020 23:00;28.12.2020 00:00;33,200;439,538;56,119;57.303,550;53.865,338;42.893,257;40.319,664;44.608,988;40.748,596;42.464,325;38.603,935
28.12.2020 00:00;28.12.2020 01:00;30,050;435,409;55,082;55.374,403;54.266,912;40.885,430;41.703,138;42.929,697;40.885,432;40.476,575;42.929,701
28.12.2020 01:00;28.12.2020 02:00;33,550;439,723;58,958;50.125,586;43.609,262;39.454,846;38.665,752;32.352,974;42.216,682;37.087,555;39.454,846
28.12.2020 02:00;28.12.2020 03:00;34,100;436,727;58,814;50.167,430;47.659,057;40.477,000;44.524,695;33.191,145;37.238,842;38.453,149;41.286,539
28.12.2020 03:00;28.12.2020 04:00;75,650;481,055;101,044;49.637,402;43.680,913;41.985,553;37.787,002;44.084,829;41.985,551;39.046,567;41.145,840
28.12.2020 04:00;28.12.2020 05:00;182,850;588,693;210,365;56.533,903;48.619,162;44.508,753;47.624,358;43.618,581;40.502,964;46.734,184;40.502,967
28.12.2020 05:00;28.12.2020 06:00;198,850;600,600;225,129;69.341,942;70.035,362;54.189,526;43.351,626;59.066,581;46.061,105;44.435,418;51.480,046
28.12.2020 06:00;28.12.2020 07:00;185,000;591,001;208,353;87.105,521;90.589,738;60.159,359;57.151,387;60.159,355;65.573,701;60.159,354;49.330,684
28.12.2020 07:00;28.12.2020 08:00;176,250;582,138;202,259;93.886,493;90.131,030;62.243,010;51.661,704;54.773,851;65.977,583;53.528,998;67.222,452
28.12.2020 08:00;28.12.2020 09:00;163,950;567,568;186,804;90.469,180;81.422,263;69.153,453;66.387,314;64.312,716;58.780,437;75.377,256;75.377,262
28.12.2020 09:00;28.12.2020 10:00;172,300;577,693;197,114;86.085,509;79.198,676;70.440,623;66.214,191;74.667,059;64.805,374;63.396,568;73.962,655
28.12.2020 10:00;28.12.2020 11:00;164,050;568,325;189,503;84.470,021;92.917,017;72.992,786;78.102,278;75.182,572;68.613,215;79.562,134;78.832,199
28.12.2020 11:00;28.12.2020 12:00;156,950;562,175;183,523;84.849,841;82.304,347;71.118,719;70.407,527;76.808,214;60.450,920;72.541,087;59.739,731
28.12.2020 12:00;28.12.2020 13:00;143,850;548,033;171,075;84.451,782;85.296,294;69.989,270;60.890,662;72.088,948;74.888,514;59.490,881;72.088,944
28.12.2020 13:00;28.12.2020 14:00;125,850;530,491;151,621;86.740,717;78.066,642;66.039,066;52.831,258;68.680,627;62.076,727;60.095,553;60.755,945
28.12.2020 14:00;28.12.2020 15:00;103,600;508,689;128,915;85.084,814;69.769,547;65.625,268;61.031,498;65.625,270;69.562,777;64.969,016;68.250,276
28.12.2020 15:00;28.12.2020 16:00;92,650;497,094;120,290;83.530,842;68.495,300;63.863,503;56.199,882;67.056,670;53.645,344;63.224,863;60.670,328
28.12.2020 16:00;28.12.2020 17:00;90,600;493,743;113,547;85.003,630;86.703,696;64.616,348;56.216,229;52.339,242;56.216,230;54.923,898;62.031,689
28.12.2020 17:00;28.12.2020 18:00;58,350;463,550;85,303;86.261,115;75.909,784;64.077,018;65.999,323;51.902,392;68.562,410;57.669,315;52.543,164
28.12.2020 18:00;28.12.2020 19:00;40,350;447,709;62,141;87.565,450;83.187,180;64.205,771;56.501,085;64.847,824;70.626,345;55.859,022;69.984,281
28.12.2020 19:00;28.12.2020 20:00;34,200;439,416;60,933;86.367,691;86.367,685;64.702,898;68.585,074;57.585,578;65.349,929;58.232,612;54.997,463
28.12.2020 20:00;28.12.2020 21:00;34,950;437,609;60,002;82.488,656;71.765,137;63.447,558;69.792,312;53.930,423;67.254,410;62.813,081;53.295,958
28.12.2020 21:00;28.12.2020 22:00;31,800;434,646;55,868;77.621,084;78.397,288;60.368,221;62.782,947;48.294,580;60.971,901;57.349,809;66.405,042
28.12.2020 22:00;28.12.2020 23:00;32,250;437,609;58,544;66.080,906;54.186,351;55.632,981;52.295,002;49.513,352;51.738,669;51.182,344;59.527,283
28.12.2020 23:00;29.12.2020 00:00;33,200;439,538;56,119;57.097,188;61.093,987;49.616,296;46.143,154;42.670,021;40.685,368;49.120,129;41.677,692
29.12.2020 00:00;29.12.2020 01:00;30,050;435,409;55,082;56.140,829;52.772,380;47.456,827;42.236,581;51.727,936;48.405,966;39.389,166;45.083,986
29.12.2020 01:00;29.12.2020 02:00;33,550;439,723;58,958;49.916,353;48.418,864;46.947,180;50.702,948;40.844,051;51.641,892;38.027,221;44.599,825
29.12.2020 02:00;29.12.2020 03:00;34,100;436,727;58,814;50.919,193;51.428,387;44.638,575;36.157,251;46.870,500;38.389,180;45.084,959;49.102,429
29.12.2020 03:00;29.12.2020 04:00;75,650;481,055;101,044;50.268,638;55.295,499;47.460,764;47.935,365;42.240,079;50.783,014;45.087,729;46.036,940
29.12.2020 04:00;29.12.2020 05:00;182,850;588,693;210,365;56.907,989;57.477,065;50.548,330;40.438,671;43.471,567;48.526,395;54.592,188;47.009,950
29.12.2020 05:00;29.12.2020 06:00;198,850;600,600;225,129;66.660,300;59.327,666;60.625,735;61.231,990;58.200,702;55.775,672;50.925,626;62.444,500
29.12.2020 06:00;29.12.2020 07:00;185,000;591,001;208,353;87.346,563;76.864,986;71.297,544;68.445,647;61.315,893;57.751,017;75.575,397;60.602,919
29.12.2020 07:00;29.12.2020 08:00;176,250;582,138;202,259;91.132,605;99.334,529;73.927,676;79.102,608;72.449,127;71.709,849;79.102,612;74.666,950
29.12.2020 08:00;29.12.2020 09:00;163,950;567,568;186,804;88.162,350;77.582,877;75.407,260;71.636,892;82.193,902;79.177,614;79.177,617;71.636,901
29.12.2020 09:00;29.12.2020 10:00;172,300;577,693;197,114;83.501,500;90.181,618;78.914,338;65.498,907;64.709,763;66.288,047;71.022,910;82.070,904
29.12.2020 10:00;29.12.2020 11:00;164,050;568,325;189,503;77.892,175;79.450,017;75.022,071;74.271,849;72.021,189;69.020,312;78.022,949;65.269,206
29.12.2020 11:00;29.12.2020 12:00;156,950;562,175;183,523;75.326,417;75.326,416;71.639,094;67.340,748;70.206,315;78.086,604;65.191,579;69.489,926
29.12.2020 12:00;29.12.2020 13:00;143,850;548,033;171,075;70.467,791;67.649,074;69.268,255;65.112,157;72.731,667;60.956,072;69.268,250;76.195,073
29.12.2020 13:00;29.12.2020 14:00;125,850;530,491;151,621;67.798,207;55.594,530;65.742,578;57.196,051;67.714,849;72.316,834;57.196,046;59.825,743
29.12.2020 14:00;29.12.2020 15:00;103,600;508,689;128,915;71.345,100;59.216,435;66.810,869;72.823,844;58.125,455;69.483,300;64.138,434;56.121,132
29.12.2020 15:00;29.12.2020 16:00;92,650;497,094;120,290;72.928,402;63.447,712;69.118,047;70.500,401;58.750,346;65.662,148;65.662,143;62.897,425
29.12.2020 16:00;29.12.2020 17:00;90,600;493,743;113,547;75.025,640;70.524,106;72.156,967;61.333,421;72.878,534;74.321,673;67.105,977;70.713,823
29.12.2020 17:00;29.12.2020 18:00;58,350;463,550;85,303;75.984,132;79.023,493;72.027,500;59.062,556;68.426,124;69.146,405;61.943,657;61.943,656
29.12.2020 18:00;29.12.2020 19:00;40,350;447,709;62,141;75.796,366;72.006,542;73.241,351;70.311,698;68.846,869;79.100,659;75.438,593;73.973,756
29.12.2020 19:00;29.12.2020 20:00;34,200;439,416;60,933;73.336,832;58.669,472;72.481,710;72.481,706;65.958,353;77.555,421;78.280,243;57.985,375
29.12.2020 20:00;29.12.2020 21:00;34,950;437,609;60,002;71.161,980;69.738,739;72.298,234;65.068,408;60.730,523;61.453,502;71.575,253;70.852,264
29.12.2020 21:00;29.12.2020 22:00;31,800;434,646;55,868;62.750,493;59.612,969;65.337,003;55.536,460;66.643,740;61.416,781;67.950,483;54.229,718
